ticket_id,date,customer_tier,subject,description,status,resolution
T-1601,2024-05-05,Free,VM stuck in Pending state,Launched a gpu-small instance in ap-south-1; still shows Pending after 20 minutes.,resolved,Capacity was temporarily exhausted in ap-south-1. VM launched after manual intervention by ops team.
T-1602,2024-06-06,Enterprise,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,open,
T-1603,2024-07-07,Business,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1604,2024-08-08,Free,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,open,
T-1605,2024-09-09,Free,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,resolved,Found misconfigured backup job sending 2TB/day to S3-compatible endpoint. Fixed job config.
T-1606,2024-10-10,Pro,GPU instance VRAM lower than spec,gpu-small shows 15GB VRAM instead of 16GB as advertised.,resolved,2GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1607,2024-11-11,Enterprise,Snapshot restore failed,Attempting to restore snapshot snap_11342 results in 'Restore failed' error.,resolved,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1608,2024-12-12,Free,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,escalated,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1609,2024-01-13,Pro,VM paused unexpectedly on free tier,Free tier VM paused without warning after 6 days of activity.,escalated,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1610,2024-02-14,Enterprise,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1611,2024-03-15,Business,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,open,
T-1612,2024-04-16,Business,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,escalated,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1613,2024-05-17,Pro,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-1614,2024-06-18,Business,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1615,2024-07-19,Pro,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1616,2024-08-20,Business,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,resolved,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1617,2024-09-21,Business,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1618,2024-10-22,Enterprise,DNS record not propagating,Updated A record 48 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1619,2024-11-23,Free,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 12 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1620,2024-12-24,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 30 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1621,2024-01-25,Free,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1622,2024-02-26,Pro,High CPU alert not triggering,CPU has been at 100% for 30 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1623,2024-03-27,Enterprise,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,open,
T-1624,2024-04-28,Pro,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,open,
T-1625,2024-05-01,Pro,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1626,2024-06-02,Business,Network latency between VMs is high,Ping between two VMs in same region is 20ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1627,2024-07-03,Business,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 9 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1628,2024-08-04,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,open,
T-1629,2024-09-05,Free,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,escalated,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1630,2024-10-06,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,escalated,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1631,2024-11-07,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1632,2024-12-08,Free,VM shows wrong timezone,System clock on VM is off by 27 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1633,2024-01-09,Pro,Object storage upload times out for large files,Uploading files over 10GB times out partway through.,escalated,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1634,2024-02-10,Enterprise,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,open,
T-1635,2024-03-11,Free,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,open,
T-1636,2024-04-12,Free,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1637,2024-05-13,Pro,Windows VM cannot activate,Windows Server VM showing activation error after launch.,open,
T-1638,2024-06-14,Business,Requesting P1 escalation for production outage,Production system is completely down. 10 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 5 minutes.
T-1639,2024-07-15,Enterprise,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,escalated,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-1640,2024-08-16,Free,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,resolved,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-1641,2024-09-17,Business,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,escalated,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1642,2024-10-18,Business,VM stuck in Pending state,Launched a gpu-medium instance in us-east-1; still shows Pending after 20 minutes.,open,
T-1643,2024-11-19,Enterprise,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1644,2024-12-20,Business,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,open,
T-1645,2024-01-21,Enterprise,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1646,2024-02-22,Business,High outbound data transfer charges,Monthly bill is 5x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-1647,2024-03-23,Enterprise,GPU instance VRAM lower than spec,gpu-small shows 15GB VRAM instead of 16GB as advertised.,resolved,1GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1648,2024-04-24,Enterprise,Snapshot restore failed,Attempting to restore snapshot snap_11629 results in 'Restore failed' error.,open,
T-1649,2024-05-25,Free,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,open,
T-1650,2024-06-26,Enterprise,VM paused unexpectedly on free tier,Free tier VM paused without warning after 20 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1651,2024-07-27,Enterprise,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1652,2024-08-28,Free,Slow disk I/O on Standard SSD volume,Database queries taking 3x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1653,2024-09-01,Business,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,escalated,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1654,2024-10-02,Free,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1655,2024-11-03,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1656,2024-12-04,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1657,2024-01-05,Enterprise,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,escalated,VM must be stopped before resizing. Guided customer through stop → resize → start workflow.
T-1658,2024-02-06,Enterprise,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,open,
T-1659,2024-03-07,Enterprise,DNS record not propagating,Updated A record 10 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1660,2024-04-08,Enterprise,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 18 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1661,2024-05-09,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 30 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-1662,2024-06-10,Enterprise,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1663,2024-07-11,Business,High CPU alert not triggering,CPU has been at 100% for 20 minutes but no alert was received.,escalated,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-1664,2024-08-12,Free,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,resolved,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1665,2024-09-13,Enterprise,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1666,2024-10-14,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1667,2024-11-15,Pro,Network latency between VMs is high,Ping between two VMs in same region is 40ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1668,2024-12-16,Enterprise,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 43 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1669,2024-01-17,Free,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,escalated,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1670,2024-02-18,Pro,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,escalated,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1671,2024-03-19,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,open,
T-1672,2024-04-20,Business,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1673,2024-05-21,Business,VM shows wrong timezone,System clock on VM is off by 23 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1674,2024-06-22,Business,Object storage upload times out for large files,Uploading files over 20GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1675,2024-07-23,Business,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1676,2024-08-24,Business,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,open,
T-1677,2024-09-25,Free,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1678,2024-10-26,Business,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1679,2024-11-27,Business,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,escalated,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 30 minutes.
T-1680,2024-12-28,Free,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,resolved,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-1681,2024-01-01,Business,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,resolved,IPv6 can only be enabled on VPCs created after June 2024. Guided customer to create a new VPC with IPv6 enabled.
T-1682,2024-02-02,Business,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,escalated,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-1683,2024-03-03,Business,VM stuck in Pending state,Launched a gpu-small instance in ap-south-1; still shows Pending after 15 minutes.,resolved,Capacity was temporarily exhausted in ap-south-1. VM launched after manual intervention by ops team.
T-1684,2024-04-04,Free,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-1685,2024-05-05,Enterprise,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1686,2024-06-06,Pro,Account locked after failed login attempts,Customer locked out after 10 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1687,2024-07-07,Pro,High outbound data transfer charges,Monthly bill is 3x higher than expected. Suspecting unexpected data transfer fees.,resolved,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-1688,2024-08-08,Enterprise,GPU instance VRAM lower than spec,gpu-small shows 14GB VRAM instead of 16GB as advertised.,resolved,1GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1689,2024-09-09,Business,Snapshot restore failed,Attempting to restore snapshot snap_11916 results in 'Restore failed' error.,resolved,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-1690,2024-10-10,Business,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,escalated,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1691,2024-11-11,Free,VM paused unexpectedly on free tier,Free tier VM paused without warning after 1 days of activity.,escalated,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1692,2024-12-12,Business,Payment method declined,Credit card is being declined on payment form even though card is valid.,open,
T-1693,2024-01-13,Pro,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1694,2024-02-14,Pro,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,resolved,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-1695,2024-03-15,Free,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-1696,2024-04-16,Free,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,escalated,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1697,2024-05-17,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-1698,2024-06-18,Business,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,open,
T-1699,2024-07-19,Enterprise,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1700,2024-08-20,Business,DNS record not propagating,Updated A record 9 hours ago but domain still resolves to old IP.,open,
T-1701,2024-09-21,Enterprise,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 1 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1702,2024-10-22,Enterprise,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 30 minutes. IKEv2 session expires.,open,
T-1703,2024-11-23,Enterprise,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1704,2024-12-24,Enterprise,High CPU alert not triggering,CPU has been at 100% for 5 minutes but no alert was received.,open,
T-1705,2024-01-25,Pro,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,escalated,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1706,2024-02-26,Free,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1707,2024-03-27,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,escalated,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1708,2024-04-28,Pro,Network latency between VMs is high,Ping between two VMs in same region is 40ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-1709,2024-05-01,Business,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 38 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1710,2024-06-02,Free,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,escalated,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1711,2024-07-03,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,escalated,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1712,2024-08-04,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1713,2024-09-05,Enterprise,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",resolved,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1714,2024-10-06,Business,VM shows wrong timezone,System clock on VM is off by 18 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1715,2024-11-07,Enterprise,Object storage upload times out for large files,Uploading files over 10GB times out partway through.,resolved,Switched to multipart upload (aws s3 cp with default multipart threshold). Upload completed successfully.
T-1716,2024-12-08,Pro,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,escalated,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-1717,2024-01-09,Free,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-1718,2024-02-10,Pro,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1719,2024-03-11,Enterprise,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1720,2024-04-12,Enterprise,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 30 minutes.
T-1721,2024-05-13,Business,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,open,
T-1722,2024-06-14,Pro,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-1723,2024-07-15,Enterprise,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,open,
T-1724,2024-08-16,Business,VM stuck in Pending state,Launched a gpu-small instance in us-east-1; still shows Pending after 15 minutes.,resolved,Capacity was temporarily exhausted in us-east-1. VM launched after manual intervention by ops team.
T-1725,2024-09-17,Free,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,open,
T-1726,2024-10-18,Business,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-1727,2024-11-19,Pro,Account locked after failed login attempts,Customer locked out after 5 failed login attempts. Cannot reset password via email.,resolved,Unlocked account manually. Guided customer through password reset and 2FA setup.
T-1728,2024-12-20,Free,High outbound data transfer charges,Monthly bill is 10x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-1729,2024-01-21,Enterprise,GPU instance VRAM lower than spec,gpu-small shows 14.5GB VRAM instead of 16GB as advertised.,resolved,1GB is reserved per GPU for ECC error correction. Documentation updated to clarify.
T-1730,2024-02-22,Free,Snapshot restore failed,Attempting to restore snapshot snap_12203 results in 'Restore failed' error.,open,
T-1731,2024-03-23,Pro,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,resolved,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-1732,2024-04-24,Enterprise,VM paused unexpectedly on free tier,Free tier VM paused without warning after 28 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-1733,2024-05-25,Pro,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-1734,2024-06-26,Pro,Slow disk I/O on Standard SSD volume,Database queries taking 5x longer than expected. Disk throughput appears throttled.,escalated,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-1735,2024-07-27,Free,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,open,
T-1736,2024-08-28,Enterprise,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,open,
T-1737,2024-09-01,Free,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-1738,2024-10-02,Pro,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,open,
T-1739,2024-11-03,Free,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,open,
T-1740,2024-12-04,Pro,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,resolved,API key had trailing newline in the environment variable. Fixed with: export NIRVANA_API_KEY=$(cat key.txt | tr -d '\n')
T-1741,2024-01-05,Pro,DNS record not propagating,Updated A record 34 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-1742,2024-02-06,Pro,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 16 unused days.,escalated,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-1743,2024-03-07,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 15 minutes. IKEv2 session expires.,open,
T-1744,2024-04-08,Pro,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-1745,2024-05-09,Business,High CPU alert not triggering,CPU has been at 100% for 10 minutes but no alert was received.,open,
T-1746,2024-06-10,Business,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,resolved,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-1747,2024-07-11,Pro,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-1748,2024-08-12,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,resolved,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-1749,2024-09-13,Enterprise,Network latency between VMs is high,Ping between two VMs in same region is 80ms. Expected <5ms.,open,
T-1750,2024-10-14,Pro,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 22 hours.,escalated,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-1751,2024-11-15,Business,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,resolved,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-1752,2024-12-16,Free,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,resolved,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-1753,2024-01-17,Pro,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,resolved,Credit promotion code was not entered at signup. Applied credit manually after verification.
T-1754,2024-02-18,Free,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",escalated,ACS URL in IdP config had a trailing slash mismatch. Corrected URL. SSO working correctly.
T-1755,2024-03-19,Pro,VM shows wrong timezone,System clock on VM is off by 20 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-1756,2024-04-20,Business,Object storage upload times out for large files,Uploading files over 5GB times out partway through.,open,
T-1757,2024-05-21,Business,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,open,
T-1758,2024-06-22,Enterprise,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,open,
T-1759,2024-07-23,Pro,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-1760,2024-08-24,Enterprise,Windows VM cannot activate,Windows Server VM showing activation error after launch.,resolved,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-1761,2024-09-25,Pro,Requesting P1 escalation for production outage,Production system is completely down. 5 customers affected. Revenue impact.,resolved,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 30 minutes.
